,index,STATION,DIVISION,DATETIME,HOUR,WEEKDAY,dow,UNIQUEID,ENTRYDIFF,EXITDIFF,TRAFFIC,DURATION,AVG_TRAFFIC
731,59763,JAY ST-METROTEC,IND,2018-05-17 08:00:00,10,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-02,20.0,66.0,86.0,4.0,21.5
732,59764,JAY ST-METROTEC,IND,2018-05-17 12:00:00,14,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-02,70.0,304.0,374.0,4.0,93.5
733,59765,JAY ST-METROTEC,IND,2018-05-17 16:00:00,18,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-02,231.0,229.0,460.0,4.0,115.0
734,59766,JAY ST-METROTEC,IND,2018-05-17 20:00:00,22,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-02,343.0,206.0,549.0,4.0,137.25
735,59767,JAY ST-METROTEC,IND,2018-05-18 00:00:00,2,Friday,4,JAY ST-METROTEC_R127_N103_00-00-02,70.0,43.0,113.0,4.0,28.25
736,59768,JAY ST-METROTEC,IND,2018-05-18 04:00:00,6,Friday,4,JAY ST-METROTEC_R127_N103_00-00-02,11.0,4.0,15.0,4.0,3.75
737,59769,JAY ST-METROTEC,IND,2018-05-18 08:00:00,10,Friday,4,JAY ST-METROTEC_R127_N103_00-00-02,19.0,70.0,89.0,4.0,22.25
738,59770,JAY ST-METROTEC,IND,2018-05-18 12:00:00,14,Friday,4,JAY ST-METROTEC_R127_N103_00-00-02,72.0,285.0,357.0,4.0,89.25
739,59771,JAY ST-METROTEC,IND,2018-05-18 16:00:00,18,Friday,4,JAY ST-METROTEC_R127_N103_00-00-02,231.0,229.0,460.0,4.0,115.0
740,59772,JAY ST-METROTEC,IND,2018-05-18 20:00:00,10,Friday,4,JAY ST-METROTEC_R127_N103_00-00-02,296.0,179.0,475.0,4.0,118.75
741,59774,JAY ST-METROTEC,IND,2018-05-12 04:00:00,6,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-03,24.0,19.0,43.0,-160.0,-0.26875
742,59775,JAY ST-METROTEC,IND,2018-05-12 08:00:00,10,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-03,13.0,30.0,43.0,4.0,10.75
743,59776,JAY ST-METROTEC,IND,2018-05-12 12:00:00,14,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-03,75.0,121.0,196.0,4.0,49.0
744,59777,JAY ST-METROTEC,IND,2018-05-12 16:00:00,18,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-03,215.0,136.0,351.0,4.0,87.75
745,59778,JAY ST-METROTEC,IND,2018-05-12 20:00:00,22,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-03,176.0,118.0,294.0,4.0,73.5
746,59779,JAY ST-METROTEC,IND,2018-05-13 00:00:00,2,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-03,93.0,58.0,151.0,4.0,37.75
747,59780,JAY ST-METROTEC,IND,2018-05-13 04:00:00,6,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-03,15.0,16.0,31.0,4.0,7.75
748,59781,JAY ST-METROTEC,IND,2018-05-13 08:00:00,10,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-03,8.0,20.0,28.0,4.0,7.0
749,59782,JAY ST-METROTEC,IND,2018-05-13 12:00:00,14,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-03,56.0,90.0,146.0,4.0,36.5
750,59783,JAY ST-METROTEC,IND,2018-05-13 16:00:00,18,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-03,110.0,96.0,206.0,4.0,51.5
751,59784,JAY ST-METROTEC,IND,2018-05-13 20:00:00,22,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-03,115.0,103.0,218.0,4.0,54.5
752,59785,JAY ST-METROTEC,IND,2018-05-14 00:00:00,2,Monday,0,JAY ST-METROTEC_R127_N103_00-00-03,57.0,53.0,110.0,4.0,27.5
753,59786,JAY ST-METROTEC,IND,2018-05-14 04:00:00,6,Monday,0,JAY ST-METROTEC_R127_N103_00-00-03,8.0,8.0,16.0,4.0,4.0
754,59787,JAY ST-METROTEC,IND,2018-05-14 08:00:00,10,Monday,0,JAY ST-METROTEC_R127_N103_00-00-03,25.0,158.0,183.0,4.0,45.75
755,59788,JAY ST-METROTEC,IND,2018-05-14 12:00:00,14,Monday,0,JAY ST-METROTEC_R127_N103_00-00-03,162.0,567.0,729.0,4.0,182.25
756,59789,JAY ST-METROTEC,IND,2018-05-14 16:00:00,18,Monday,0,JAY ST-METROTEC_R127_N103_00-00-03,371.0,307.0,678.0,4.0,169.5
757,59790,JAY ST-METROTEC,IND,2018-05-14 20:00:00,22,Monday,0,JAY ST-METROTEC_R127_N103_00-00-03,525.0,248.0,773.0,4.0,193.25
758,59791,JAY ST-METROTEC,IND,2018-05-15 00:00:00,2,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-03,187.0,62.0,249.0,4.0,62.25
759,59792,JAY ST-METROTEC,IND,2018-05-15 04:00:00,6,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-03,18.0,15.0,33.0,4.0,8.25
760,59793,JAY ST-METROTEC,IND,2018-05-15 08:00:00,10,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-03,42.0,162.0,204.0,4.0,51.0
761,59794,JAY ST-METROTEC,IND,2018-05-15 12:00:00,14,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-03,183.0,555.0,738.0,4.0,184.5
762,59795,JAY ST-METROTEC,IND,2018-05-15 16:00:00,18,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-03,364.0,290.0,654.0,4.0,163.5
763,59796,JAY ST-METROTEC,IND,2018-05-15 20:00:00,22,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-03,532.0,228.0,760.0,4.0,190.0
764,59797,JAY ST-METROTEC,IND,2018-05-16 00:00:00,2,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-03,137.0,61.0,198.0,4.0,49.5
765,59798,JAY ST-METROTEC,IND,2018-05-16 04:00:00,6,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-03,15.0,12.0,27.0,4.0,6.75
766,59799,JAY ST-METROTEC,IND,2018-05-16 08:00:00,10,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-03,26.0,184.0,210.0,4.0,52.5
767,59800,JAY ST-METROTEC,IND,2018-05-16 12:00:00,14,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-03,196.0,575.0,771.0,4.0,192.75
768,59801,JAY ST-METROTEC,IND,2018-05-16 16:00:00,18,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-03,353.0,324.0,677.0,4.0,169.25
769,59802,JAY ST-METROTEC,IND,2018-05-16 20:00:00,22,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-03,566.0,248.0,814.0,4.0,203.5
770,59803,JAY ST-METROTEC,IND,2018-05-17 00:00:00,2,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-03,142.0,55.0,197.0,4.0,49.25
771,59804,JAY ST-METROTEC,IND,2018-05-17 04:00:00,6,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-03,16.0,8.0,24.0,4.0,6.0
772,59805,JAY ST-METROTEC,IND,2018-05-17 08:00:00,10,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-03,35.0,140.0,175.0,4.0,43.75
773,59806,JAY ST-METROTEC,IND,2018-05-17 12:00:00,14,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-03,170.0,566.0,736.0,4.0,184.0
774,59807,JAY ST-METROTEC,IND,2018-05-17 16:00:00,18,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-03,381.0,263.0,644.0,4.0,161.0
775,59808,JAY ST-METROTEC,IND,2018-05-17 20:00:00,22,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-03,531.0,272.0,803.0,4.0,200.75
776,59809,JAY ST-METROTEC,IND,2018-05-18 00:00:00,2,Friday,4,JAY ST-METROTEC_R127_N103_00-00-03,167.0,68.0,235.0,4.0,58.75
777,59810,JAY ST-METROTEC,IND,2018-05-18 04:00:00,6,Friday,4,JAY ST-METROTEC_R127_N103_00-00-03,11.0,15.0,26.0,4.0,6.5
778,59811,JAY ST-METROTEC,IND,2018-05-18 08:00:00,10,Friday,4,JAY ST-METROTEC_R127_N103_00-00-03,31.0,138.0,169.0,4.0,42.25
779,59812,JAY ST-METROTEC,IND,2018-05-18 12:00:00,14,Friday,4,JAY ST-METROTEC_R127_N103_00-00-03,193.0,506.0,699.0,4.0,174.75
780,59813,JAY ST-METROTEC,IND,2018-05-18 16:00:00,18,Friday,4,JAY ST-METROTEC_R127_N103_00-00-03,362.0,258.0,620.0,4.0,155.0
781,59814,JAY ST-METROTEC,IND,2018-05-18 20:00:00,10,Friday,4,JAY ST-METROTEC_R127_N103_00-00-03,498.0,226.0,724.0,4.0,181.0
782,59816,JAY ST-METROTEC,IND,2018-05-12 04:00:00,6,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-04,35.0,27.0,62.0,-160.0,-0.3875
783,59817,JAY ST-METROTEC,IND,2018-05-12 08:00:00,10,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-04,19.0,26.0,45.0,4.0,11.25
784,59818,JAY ST-METROTEC,IND,2018-05-12 12:00:00,14,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-04,129.0,100.0,229.0,4.0,57.25
785,59819,JAY ST-METROTEC,IND,2018-05-12 16:00:00,18,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-04,295.0,96.0,391.0,4.0,97.75
786,59820,JAY ST-METROTEC,IND,2018-05-12 20:00:00,22,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-04,238.0,85.0,323.0,4.0,80.75
787,59821,JAY ST-METROTEC,IND,2018-05-13 00:00:00,2,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-04,110.0,44.0,154.0,4.0,38.5
788,59822,JAY ST-METROTEC,IND,2018-05-13 04:00:00,6,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-04,16.0,12.0,28.0,4.0,7.0
789,59823,JAY ST-METROTEC,IND,2018-05-13 08:00:00,10,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-04,18.0,14.0,32.0,4.0,8.0
790,59824,JAY ST-METROTEC,IND,2018-05-13 12:00:00,14,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-04,93.0,83.0,176.0,4.0,44.0
791,59825,JAY ST-METROTEC,IND,2018-05-13 16:00:00,18,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-04,167.0,107.0,274.0,4.0,68.5
792,59826,JAY ST-METROTEC,IND,2018-05-13 20:00:00,22,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-04,183.0,64.0,247.0,4.0,61.75
793,59827,JAY ST-METROTEC,IND,2018-05-14 00:00:00,2,Monday,0,JAY ST-METROTEC_R127_N103_00-00-04,89.0,29.0,118.0,4.0,29.5
794,59828,JAY ST-METROTEC,IND,2018-05-14 04:00:00,6,Monday,0,JAY ST-METROTEC_R127_N103_00-00-04,18.0,6.0,24.0,4.0,6.0
795,59829,JAY ST-METROTEC,IND,2018-05-14 08:00:00,10,Monday,0,JAY ST-METROTEC_R127_N103_00-00-04,53.0,120.0,173.0,4.0,43.25
796,59830,JAY ST-METROTEC,IND,2018-05-14 12:00:00,14,Monday,0,JAY ST-METROTEC_R127_N103_00-00-04,288.0,411.0,699.0,4.0,174.75
797,59831,JAY ST-METROTEC,IND,2018-05-14 16:00:00,18,Monday,0,JAY ST-METROTEC_R127_N103_00-00-04,494.0,168.0,662.0,4.0,165.5
798,59832,JAY ST-METROTEC,IND,2018-05-14 20:00:00,22,Monday,0,JAY ST-METROTEC_R127_N103_00-00-04,720.0,159.0,879.0,4.0,219.75
799,59833,JAY ST-METROTEC,IND,2018-05-15 00:00:00,2,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-04,212.0,46.0,258.0,4.0,64.5
800,59834,JAY ST-METROTEC,IND,2018-05-15 04:00:00,6,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-04,15.0,10.0,25.0,4.0,6.25
801,59835,JAY ST-METROTEC,IND,2018-05-15 08:00:00,10,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-04,64.0,102.0,166.0,4.0,41.5
802,59836,JAY ST-METROTEC,IND,2018-05-15 12:00:00,14,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-04,286.0,424.0,710.0,4.0,177.5
803,59837,JAY ST-METROTEC,IND,2018-05-15 16:00:00,18,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-04,506.0,184.0,690.0,4.0,172.5
804,59838,JAY ST-METROTEC,IND,2018-05-15 20:00:00,22,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-04,695.0,136.0,831.0,4.0,207.75
805,59839,JAY ST-METROTEC,IND,2018-05-16 00:00:00,2,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-04,197.0,47.0,244.0,4.0,61.0
806,59840,JAY ST-METROTEC,IND,2018-05-16 04:00:00,6,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-04,19.0,10.0,29.0,4.0,7.25
807,59841,JAY ST-METROTEC,IND,2018-05-16 08:00:00,10,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-04,43.0,133.0,176.0,4.0,44.0
808,59842,JAY ST-METROTEC,IND,2018-05-16 12:00:00,14,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-04,343.0,363.0,706.0,4.0,176.5
809,59843,JAY ST-METROTEC,IND,2018-05-16 16:00:00,18,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-04,513.0,201.0,714.0,4.0,178.5
810,59844,JAY ST-METROTEC,IND,2018-05-16 20:00:00,22,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-04,723.0,128.0,851.0,4.0,212.75
811,59845,JAY ST-METROTEC,IND,2018-05-17 00:00:00,2,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-04,220.0,48.0,268.0,4.0,67.0
812,59846,JAY ST-METROTEC,IND,2018-05-17 04:00:00,6,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-04,26.0,4.0,30.0,4.0,7.5
813,59847,JAY ST-METROTEC,IND,2018-05-17 08:00:00,10,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-04,51.0,97.0,148.0,4.0,37.0
814,59848,JAY ST-METROTEC,IND,2018-05-17 12:00:00,14,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-04,279.0,411.0,690.0,4.0,172.5
815,59849,JAY ST-METROTEC,IND,2018-05-17 16:00:00,18,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-04,426.0,238.0,664.0,4.0,166.0
816,59850,JAY ST-METROTEC,IND,2018-05-17 20:00:00,22,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-04,746.0,144.0,890.0,4.0,222.5
817,59851,JAY ST-METROTEC,IND,2018-05-18 00:00:00,2,Friday,4,JAY ST-METROTEC_R127_N103_00-00-04,248.0,56.0,304.0,4.0,76.0
818,59852,JAY ST-METROTEC,IND,2018-05-18 04:00:00,6,Friday,4,JAY ST-METROTEC_R127_N103_00-00-04,30.0,10.0,40.0,4.0,10.0
819,59853,JAY ST-METROTEC,IND,2018-05-18 08:00:00,10,Friday,4,JAY ST-METROTEC_R127_N103_00-00-04,54.0,87.0,141.0,4.0,35.25
820,59854,JAY ST-METROTEC,IND,2018-05-18 12:00:00,14,Friday,4,JAY ST-METROTEC_R127_N103_00-00-04,276.0,325.0,601.0,4.0,150.25
821,59855,JAY ST-METROTEC,IND,2018-05-18 16:00:00,18,Friday,4,JAY ST-METROTEC_R127_N103_00-00-04,480.0,176.0,656.0,4.0,164.0
822,59856,JAY ST-METROTEC,IND,2018-05-18 20:00:00,10,Friday,4,JAY ST-METROTEC_R127_N103_00-00-04,644.0,172.0,816.0,4.0,204.0
823,59858,JAY ST-METROTEC,IND,2018-05-12 04:00:00,6,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-05,30.0,12.0,42.0,-160.0,-0.2625
824,59859,JAY ST-METROTEC,IND,2018-05-12 08:00:00,10,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-05,15.0,14.0,29.0,4.0,7.25
825,59860,JAY ST-METROTEC,IND,2018-05-12 12:00:00,14,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-05,108.0,72.0,180.0,4.0,45.0
826,59861,JAY ST-METROTEC,IND,2018-05-12 16:00:00,18,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-05,193.0,88.0,281.0,4.0,70.25
827,59862,JAY ST-METROTEC,IND,2018-05-12 20:00:00,22,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-05,171.0,65.0,236.0,4.0,59.0
828,59863,JAY ST-METROTEC,IND,2018-05-13 00:00:00,2,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-05,81.0,30.0,111.0,4.0,27.75
829,59864,JAY ST-METROTEC,IND,2018-05-13 04:00:00,6,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-05,16.0,6.0,22.0,4.0,5.5
830,59865,JAY ST-METROTEC,IND,2018-05-13 08:00:00,10,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-05,9.0,8.0,17.0,4.0,4.25
831,59866,JAY ST-METROTEC,IND,2018-05-13 12:00:00,14,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-05,82.0,53.0,135.0,4.0,33.75
832,59867,JAY ST-METROTEC,IND,2018-05-13 16:00:00,18,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-05,137.0,72.0,209.0,4.0,52.25
833,59868,JAY ST-METROTEC,IND,2018-05-13 20:00:00,22,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-05,117.0,48.0,165.0,4.0,41.25
834,59869,JAY ST-METROTEC,IND,2018-05-14 00:00:00,2,Monday,0,JAY ST-METROTEC_R127_N103_00-00-05,71.0,37.0,108.0,4.0,27.0
835,59870,JAY ST-METROTEC,IND,2018-05-14 04:00:00,6,Monday,0,JAY ST-METROTEC_R127_N103_00-00-05,13.0,4.0,17.0,4.0,4.25
836,59871,JAY ST-METROTEC,IND,2018-05-14 08:00:00,10,Monday,0,JAY ST-METROTEC_R127_N103_00-00-05,61.0,63.0,124.0,4.0,31.0
837,59872,JAY ST-METROTEC,IND,2018-05-14 12:00:00,14,Monday,0,JAY ST-METROTEC_R127_N103_00-00-05,250.0,219.0,469.0,4.0,117.25
838,59873,JAY ST-METROTEC,IND,2018-05-14 16:00:00,18,Monday,0,JAY ST-METROTEC_R127_N103_00-00-05,417.0,90.0,507.0,4.0,126.75
839,59874,JAY ST-METROTEC,IND,2018-05-14 20:00:00,22,Monday,0,JAY ST-METROTEC_R127_N103_00-00-05,653.0,126.0,779.0,4.0,194.75
840,59875,JAY ST-METROTEC,IND,2018-05-15 00:00:00,2,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-05,200.0,33.0,233.0,4.0,58.25
841,59876,JAY ST-METROTEC,IND,2018-05-15 04:00:00,6,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-05,19.0,8.0,27.0,4.0,6.75
842,59877,JAY ST-METROTEC,IND,2018-05-15 08:00:00,10,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-05,52.0,48.0,100.0,4.0,25.0
843,59878,JAY ST-METROTEC,IND,2018-05-15 12:00:00,14,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-05,300.0,215.0,515.0,4.0,128.75
844,59879,JAY ST-METROTEC,IND,2018-05-15 16:00:00,18,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-05,401.0,150.0,551.0,4.0,137.75
845,59880,JAY ST-METROTEC,IND,2018-05-15 20:00:00,22,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-05,586.0,78.0,664.0,4.0,166.0
846,59881,JAY ST-METROTEC,IND,2018-05-16 00:00:00,2,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-05,166.0,22.0,188.0,4.0,47.0
847,59882,JAY ST-METROTEC,IND,2018-05-16 04:00:00,6,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-05,16.0,3.0,19.0,4.0,4.75
848,59883,JAY ST-METROTEC,IND,2018-05-16 08:00:00,10,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-05,62.0,55.0,117.0,4.0,29.25
849,59884,JAY ST-METROTEC,IND,2018-05-16 12:00:00,14,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-05,276.0,196.0,472.0,4.0,118.0
850,59885,JAY ST-METROTEC,IND,2018-05-16 16:00:00,18,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-05,440.0,108.0,548.0,4.0,137.0
851,59886,JAY ST-METROTEC,IND,2018-05-16 20:00:00,22,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-05,568.0,118.0,686.0,4.0,171.5
852,59887,JAY ST-METROTEC,IND,2018-05-17 00:00:00,2,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-05,183.0,29.0,212.0,4.0,53.0
853,59888,JAY ST-METROTEC,IND,2018-05-17 04:00:00,6,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-05,19.0,6.0,25.0,4.0,6.25
854,59889,JAY ST-METROTEC,IND,2018-05-17 08:00:00,10,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-05,60.0,57.0,117.0,4.0,29.25
855,59890,JAY ST-METROTEC,IND,2018-05-17 12:00:00,14,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-05,315.0,224.0,539.0,4.0,134.75
856,59891,JAY ST-METROTEC,IND,2018-05-17 16:00:00,18,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-05,416.0,156.0,572.0,4.0,143.0
857,59892,JAY ST-METROTEC,IND,2018-05-17 20:00:00,22,Thursday,3,JAY ST-METROTEC_R127_N103_00-00-05,639.0,99.0,738.0,4.0,184.5
858,59893,JAY ST-METROTEC,IND,2018-05-18 00:00:00,2,Friday,4,JAY ST-METROTEC_R127_N103_00-00-05,168.0,41.0,209.0,4.0,52.25
859,59894,JAY ST-METROTEC,IND,2018-05-18 04:00:00,6,Friday,4,JAY ST-METROTEC_R127_N103_00-00-05,20.0,5.0,25.0,4.0,6.25
860,59895,JAY ST-METROTEC,IND,2018-05-18 08:00:00,10,Friday,4,JAY ST-METROTEC_R127_N103_00-00-05,72.0,45.0,117.0,4.0,29.25
861,59896,JAY ST-METROTEC,IND,2018-05-18 12:00:00,14,Friday,4,JAY ST-METROTEC_R127_N103_00-00-05,260.0,196.0,456.0,4.0,114.0
862,59897,JAY ST-METROTEC,IND,2018-05-18 16:00:00,18,Friday,4,JAY ST-METROTEC_R127_N103_00-00-05,374.0,119.0,493.0,4.0,123.25
863,59898,JAY ST-METROTEC,IND,2018-05-18 20:00:00,10,Friday,4,JAY ST-METROTEC_R127_N103_00-00-05,486.0,85.0,571.0,4.0,142.75
864,59900,JAY ST-METROTEC,IND,2018-05-12 04:00:00,6,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-06,15.0,22.0,37.0,-160.0,-0.23125
865,59901,JAY ST-METROTEC,IND,2018-05-12 08:00:00,10,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-06,8.0,26.0,34.0,4.0,8.5
866,59902,JAY ST-METROTEC,IND,2018-05-12 12:00:00,14,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-06,55.0,146.0,201.0,4.0,50.25
867,59903,JAY ST-METROTEC,IND,2018-05-12 16:00:00,18,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-06,100.0,170.0,270.0,4.0,67.5
868,59904,JAY ST-METROTEC,IND,2018-05-12 20:00:00,22,Saturday,5,JAY ST-METROTEC_R127_N103_00-00-06,129.0,144.0,273.0,4.0,68.25
869,59905,JAY ST-METROTEC,IND,2018-05-13 00:00:00,2,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-06,47.0,59.0,106.0,4.0,26.5
870,59906,JAY ST-METROTEC,IND,2018-05-13 04:00:00,6,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-06,13.0,15.0,28.0,4.0,7.0
871,59907,JAY ST-METROTEC,IND,2018-05-13 08:00:00,10,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-06,5.0,20.0,25.0,4.0,6.25
872,59908,JAY ST-METROTEC,IND,2018-05-13 12:00:00,14,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-06,34.0,115.0,149.0,4.0,37.25
873,59909,JAY ST-METROTEC,IND,2018-05-13 16:00:00,18,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-06,69.0,118.0,187.0,4.0,46.75
874,59910,JAY ST-METROTEC,IND,2018-05-13 20:00:00,22,Sunday,6,JAY ST-METROTEC_R127_N103_00-00-06,63.0,102.0,165.0,4.0,41.25
875,59911,JAY ST-METROTEC,IND,2018-05-14 00:00:00,2,Monday,0,JAY ST-METROTEC_R127_N103_00-00-06,34.0,37.0,71.0,4.0,17.75
876,59912,JAY ST-METROTEC,IND,2018-05-14 04:00:00,6,Monday,0,JAY ST-METROTEC_R127_N103_00-00-06,9.0,12.0,21.0,4.0,5.25
877,59913,JAY ST-METROTEC,IND,2018-05-14 08:00:00,10,Monday,0,JAY ST-METROTEC_R127_N103_00-00-06,33.0,100.0,133.0,4.0,33.25
878,59914,JAY ST-METROTEC,IND,2018-05-14 12:00:00,14,Monday,0,JAY ST-METROTEC_R127_N103_00-00-06,167.0,413.0,580.0,4.0,145.0
879,59915,JAY ST-METROTEC,IND,2018-05-14 16:00:00,18,Monday,0,JAY ST-METROTEC_R127_N103_00-00-06,254.0,249.0,503.0,4.0,125.75
880,59916,JAY ST-METROTEC,IND,2018-05-14 20:00:00,22,Monday,0,JAY ST-METROTEC_R127_N103_00-00-06,399.0,224.0,623.0,4.0,155.75
881,59917,JAY ST-METROTEC,IND,2018-05-15 00:00:00,2,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-06,84.0,63.0,147.0,4.0,36.75
882,59918,JAY ST-METROTEC,IND,2018-05-15 04:00:00,6,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-06,16.0,10.0,26.0,4.0,6.5
883,59919,JAY ST-METROTEC,IND,2018-05-15 08:00:00,10,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-06,24.0,120.0,144.0,4.0,36.0
884,59920,JAY ST-METROTEC,IND,2018-05-15 12:00:00,14,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-06,185.0,368.0,553.0,4.0,138.25
885,59921,JAY ST-METROTEC,IND,2018-05-15 16:00:00,18,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-06,233.0,237.0,470.0,4.0,117.5
886,59922,JAY ST-METROTEC,IND,2018-05-15 20:00:00,22,Tuesday,1,JAY ST-METROTEC_R127_N103_00-00-06,378.0,212.0,590.0,4.0,147.5
887,59923,JAY ST-METROTEC,IND,2018-05-16 00:00:00,2,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-06,85.0,54.0,139.0,4.0,34.75
888,59924,JAY ST-METROTEC,IND,2018-05-16 04:00:00,6,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-06,8.0,17.0,25.0,4.0,6.25
889,59925,JAY ST-METROTEC,IND,2018-05-16 08:00:00,10,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-06,32.0,122.0,154.0,4.0,38.5
890,59926,JAY ST-METROTEC,IND,2018-05-16 12:00:00,14,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-06,219.0,376.0,595.0,4.0,148.75
891,59927,JAY ST-METROTEC,IND,2018-05-16 16:00:00,18,Wednesday,2,JAY ST-METROTEC_R127_N103_00-00-06,298.0,236.0,534.0,4.0,133.5
