,index,STATION,DIVISION,DATETIME,HOUR,WEEKDAY,dow,UNIQUEID,ENTRYDIFF,EXITDIFF,TRAFFIC,DURATION,AVG_TRAFFIC
2816,453988,JAY ST-METROTEC,IND,2018-05-26 20:00:00,22,Saturday,5,JAY ST-METROTEC_R127_N102_01-00-03,122.0,114.0,236.0,4.0,59.0
2817,453989,JAY ST-METROTEC,IND,2018-05-27 00:00:00,2,Sunday,6,JAY ST-METROTEC_R127_N102_01-00-03,61.0,75.0,136.0,4.0,34.0
2818,453990,JAY ST-METROTEC,IND,2018-05-27 04:00:00,6,Sunday,6,JAY ST-METROTEC_R127_N102_01-00-03,20.0,21.0,41.0,4.0,10.25
2819,453991,JAY ST-METROTEC,IND,2018-05-27 08:00:00,10,Sunday,6,JAY ST-METROTEC_R127_N102_01-00-03,15.0,12.0,27.0,4.0,6.75
2820,453992,JAY ST-METROTEC,IND,2018-05-27 12:00:00,14,Sunday,6,JAY ST-METROTEC_R127_N102_01-00-03,66.0,44.0,110.0,4.0,27.5
2821,453993,JAY ST-METROTEC,IND,2018-05-27 16:00:00,18,Sunday,6,JAY ST-METROTEC_R127_N102_01-00-03,90.0,75.0,165.0,4.0,41.25
2822,453994,JAY ST-METROTEC,IND,2018-05-27 20:00:00,22,Sunday,6,JAY ST-METROTEC_R127_N102_01-00-03,127.0,76.0,203.0,4.0,50.75
2823,453995,JAY ST-METROTEC,IND,2018-05-28 00:00:00,2,Monday,0,JAY ST-METROTEC_R127_N102_01-00-03,82.0,55.0,137.0,4.0,34.25
2824,453996,JAY ST-METROTEC,IND,2018-05-28 04:00:00,6,Monday,0,JAY ST-METROTEC_R127_N102_01-00-03,14.0,9.0,23.0,4.0,5.75
2825,453997,JAY ST-METROTEC,IND,2018-05-28 08:00:00,10,Monday,0,JAY ST-METROTEC_R127_N102_01-00-03,29.0,21.0,50.0,4.0,12.5
2826,453998,JAY ST-METROTEC,IND,2018-05-28 12:00:00,14,Monday,0,JAY ST-METROTEC_R127_N102_01-00-03,79.0,51.0,130.0,4.0,32.5
2827,453999,JAY ST-METROTEC,IND,2018-05-28 16:00:00,18,Monday,0,JAY ST-METROTEC_R127_N102_01-00-03,109.0,86.0,195.0,4.0,48.75
2828,454000,JAY ST-METROTEC,IND,2018-05-28 20:00:00,22,Monday,0,JAY ST-METROTEC_R127_N102_01-00-03,107.0,90.0,197.0,4.0,49.25
2829,454001,JAY ST-METROTEC,IND,2018-05-29 00:00:00,2,Tuesday,1,JAY ST-METROTEC_R127_N102_01-00-03,72.0,69.0,141.0,4.0,35.25
2830,454002,JAY ST-METROTEC,IND,2018-05-29 04:00:00,6,Tuesday,1,JAY ST-METROTEC_R127_N102_01-00-03,13.0,14.0,27.0,4.0,6.75
2831,454003,JAY ST-METROTEC,IND,2018-05-29 08:00:00,10,Tuesday,1,JAY ST-METROTEC_R127_N102_01-00-03,82.0,125.0,207.0,4.0,51.75
2832,454004,JAY ST-METROTEC,IND,2018-05-29 12:00:00,14,Tuesday,1,JAY ST-METROTEC_R127_N102_01-00-03,273.0,591.0,864.0,4.0,216.0
2833,454005,JAY ST-METROTEC,IND,2018-05-29 16:00:00,18,Tuesday,1,JAY ST-METROTEC_R127_N102_01-00-03,485.0,190.0,675.0,4.0,168.75
2834,454006,JAY ST-METROTEC,IND,2018-05-29 20:00:00,22,Tuesday,1,JAY ST-METROTEC_R127_N102_01-00-03,800.0,309.0,1109.0,4.0,277.25
2835,454007,JAY ST-METROTEC,IND,2018-05-30 00:00:00,2,Wednesday,2,JAY ST-METROTEC_R127_N102_01-00-03,159.0,123.0,282.0,4.0,70.5
2836,454008,JAY ST-METROTEC,IND,2018-05-30 04:00:00,6,Wednesday,2,JAY ST-METROTEC_R127_N102_01-00-03,33.0,20.0,53.0,4.0,13.25
2837,454009,JAY ST-METROTEC,IND,2018-05-30 08:00:00,10,Wednesday,2,JAY ST-METROTEC_R127_N102_01-00-03,106.0,151.0,257.0,4.0,64.25
2838,454010,JAY ST-METROTEC,IND,2018-05-30 12:00:00,14,Wednesday,2,JAY ST-METROTEC_R127_N102_01-00-03,342.0,561.0,903.0,4.0,225.75
2839,454011,JAY ST-METROTEC,IND,2018-05-30 16:00:00,18,Wednesday,2,JAY ST-METROTEC_R127_N102_01-00-03,500.0,231.0,731.0,4.0,182.75
2840,454012,JAY ST-METROTEC,IND,2018-05-30 20:00:00,22,Wednesday,2,JAY ST-METROTEC_R127_N102_01-00-03,799.0,338.0,1137.0,4.0,284.25
2841,454013,JAY ST-METROTEC,IND,2018-05-31 00:00:00,2,Thursday,3,JAY ST-METROTEC_R127_N102_01-00-03,209.0,144.0,353.0,4.0,88.25
2842,454014,JAY ST-METROTEC,IND,2018-05-31 04:00:00,6,Thursday,3,JAY ST-METROTEC_R127_N102_01-00-03,20.0,22.0,42.0,4.0,10.5
2843,454015,JAY ST-METROTEC,IND,2018-05-31 08:00:00,10,Thursday,3,JAY ST-METROTEC_R127_N102_01-00-03,96.0,186.0,282.0,4.0,70.5
2844,454016,JAY ST-METROTEC,IND,2018-05-31 12:00:00,14,Thursday,3,JAY ST-METROTEC_R127_N102_01-00-03,354.0,590.0,944.0,4.0,236.0
2845,454017,JAY ST-METROTEC,IND,2018-05-31 16:00:00,18,Thursday,3,JAY ST-METROTEC_R127_N102_01-00-03,466.0,212.0,678.0,4.0,169.5
2846,454018,JAY ST-METROTEC,IND,2018-05-31 20:00:00,22,Thursday,3,JAY ST-METROTEC_R127_N102_01-00-03,835.0,316.0,1151.0,4.0,287.75
2847,454019,JAY ST-METROTEC,IND,2018-06-01 00:00:00,2,Friday,4,JAY ST-METROTEC_R127_N102_01-00-03,122.0,135.0,257.0,4.0,64.25
2848,454020,JAY ST-METROTEC,IND,2018-06-01 04:00:00,6,Friday,4,JAY ST-METROTEC_R127_N102_01-00-03,33.0,14.0,47.0,4.0,11.75
2849,454021,JAY ST-METROTEC,IND,2018-06-01 08:00:00,10,Friday,4,JAY ST-METROTEC_R127_N102_01-00-03,99.0,135.0,234.0,4.0,58.5
2850,454022,JAY ST-METROTEC,IND,2018-06-01 12:00:00,14,Friday,4,JAY ST-METROTEC_R127_N102_01-00-03,339.0,525.0,864.0,4.0,216.0
2851,454023,JAY ST-METROTEC,IND,2018-06-01 16:00:00,18,Friday,4,JAY ST-METROTEC_R127_N102_01-00-03,528.0,297.0,825.0,4.0,206.25
2852,454024,JAY ST-METROTEC,IND,2018-06-01 20:00:00,10,Friday,4,JAY ST-METROTEC_R127_N102_01-00-03,694.0,284.0,978.0,4.0,244.5
2853,454026,JAY ST-METROTEC,IND,2018-05-26 04:00:00,6,Saturday,5,JAY ST-METROTEC_R127_N102_01-00-04,35.0,18.0,53.0,-160.0,-0.33125
2854,454027,JAY ST-METROTEC,IND,2018-05-26 08:00:00,10,Saturday,5,JAY ST-METROTEC_R127_N102_01-00-04,34.0,25.0,59.0,4.0,14.75
2855,454028,JAY ST-METROTEC,IND,2018-05-26 12:00:00,14,Saturday,5,JAY ST-METROTEC_R127_N102_01-00-04,99.0,65.0,164.0,4.0,41.0
2856,454029,JAY ST-METROTEC,IND,2018-05-26 16:00:00,18,Saturday,5,JAY ST-METROTEC_R127_N102_01-00-04,110.0,116.0,226.0,4.0,56.5
2857,454030,JAY ST-METROTEC,IND,2018-05-26 20:00:00,22,Saturday,5,JAY ST-METROTEC_R127_N102_01-00-04,112.0,108.0,220.0,4.0,55.0
2858,454031,JAY ST-METROTEC,IND,2018-05-27 00:00:00,2,Sunday,6,JAY ST-METROTEC_R127_N102_01-00-04,72.0,83.0,155.0,4.0,38.75
2859,454032,JAY ST-METROTEC,IND,2018-05-27 04:00:00,6,Sunday,6,JAY ST-METROTEC_R127_N102_01-00-04,26.0,22.0,48.0,4.0,12.0
2860,454033,JAY ST-METROTEC,IND,2018-05-27 08:00:00,10,Sunday,6,JAY ST-METROTEC_R127_N102_01-00-04,33.0,6.0,39.0,4.0,9.75
2861,454034,JAY ST-METROTEC,IND,2018-05-27 12:00:00,14,Sunday,6,JAY ST-METROTEC_R127_N102_01-00-04,57.0,31.0,88.0,4.0,22.0
2862,454035,JAY ST-METROTEC,IND,2018-05-27 16:00:00,18,Sunday,6,JAY ST-METROTEC_R127_N102_01-00-04,96.0,62.0,158.0,4.0,39.5
2863,454036,JAY ST-METROTEC,IND,2018-05-27 20:00:00,22,Sunday,6,JAY ST-METROTEC_R127_N102_01-00-04,69.0,74.0,143.0,4.0,35.75
2864,454038,JAY ST-METROTEC,IND,2018-05-28 04:00:00,6,Monday,0,JAY ST-METROTEC_R127_N102_01-00-04,15.0,17.0,32.0,8.0,4.0
2865,454039,JAY ST-METROTEC,IND,2018-05-28 08:00:00,10,Monday,0,JAY ST-METROTEC_R127_N102_01-00-04,20.0,15.0,35.0,4.0,8.75
2866,454040,JAY ST-METROTEC,IND,2018-05-28 12:00:00,14,Monday,0,JAY ST-METROTEC_R127_N102_01-00-04,79.0,37.0,116.0,4.0,29.0
2867,454041,JAY ST-METROTEC,IND,2018-05-28 16:00:00,18,Monday,0,JAY ST-METROTEC_R127_N102_01-00-04,91.0,86.0,177.0,4.0,44.25
2868,454042,JAY ST-METROTEC,IND,2018-05-28 20:00:00,22,Monday,0,JAY ST-METROTEC_R127_N102_01-00-04,105.0,77.0,182.0,4.0,45.5
2869,454043,JAY ST-METROTEC,IND,2018-05-29 00:00:00,2,Tuesday,1,JAY ST-METROTEC_R127_N102_01-00-04,50.0,85.0,135.0,4.0,33.75
2870,454044,JAY ST-METROTEC,IND,2018-05-29 04:00:00,6,Tuesday,1,JAY ST-METROTEC_R127_N102_01-00-04,20.0,9.0,29.0,4.0,7.25
2871,454045,JAY ST-METROTEC,IND,2018-05-29 08:00:00,10,Tuesday,1,JAY ST-METROTEC_R127_N102_01-00-04,92.0,137.0,229.0,4.0,57.25
2872,454046,JAY ST-METROTEC,IND,2018-05-29 12:00:00,14,Tuesday,1,JAY ST-METROTEC_R127_N102_01-00-04,287.0,572.0,859.0,4.0,214.75
2873,454047,JAY ST-METROTEC,IND,2018-05-29 16:00:00,18,Tuesday,1,JAY ST-METROTEC_R127_N102_01-00-04,419.0,250.0,669.0,4.0,167.25
2874,454048,JAY ST-METROTEC,IND,2018-05-29 20:00:00,22,Tuesday,1,JAY ST-METROTEC_R127_N102_01-00-04,693.0,349.0,1042.0,4.0,260.5
2875,454049,JAY ST-METROTEC,IND,2018-05-30 00:00:00,2,Wednesday,2,JAY ST-METROTEC_R127_N102_01-00-04,145.0,141.0,286.0,4.0,71.5
2876,454050,JAY ST-METROTEC,IND,2018-05-30 04:00:00,6,Wednesday,2,JAY ST-METROTEC_R127_N102_01-00-04,21.0,27.0,48.0,4.0,12.0
2877,454051,JAY ST-METROTEC,IND,2018-05-30 08:00:00,10,Wednesday,2,JAY ST-METROTEC_R127_N102_01-00-04,83.0,168.0,251.0,4.0,62.75
2878,454052,JAY ST-METROTEC,IND,2018-05-30 12:00:00,14,Wednesday,2,JAY ST-METROTEC_R127_N102_01-00-04,284.0,606.0,890.0,4.0,222.5
2879,454053,JAY ST-METROTEC,IND,2018-05-30 16:00:00,18,Wednesday,2,JAY ST-METROTEC_R127_N102_01-00-04,437.0,219.0,656.0,4.0,164.0
2880,454054,JAY ST-METROTEC,IND,2018-05-30 20:00:00,22,Wednesday,2,JAY ST-METROTEC_R127_N102_01-00-04,678.0,350.0,1028.0,4.0,257.0
2881,454055,JAY ST-METROTEC,IND,2018-05-31 00:00:00,2,Thursday,3,JAY ST-METROTEC_R127_N102_01-00-04,146.0,142.0,288.0,4.0,72.0
2882,454056,JAY ST-METROTEC,IND,2018-05-31 04:00:00,6,Thursday,3,JAY ST-METROTEC_R127_N102_01-00-04,11.0,16.0,27.0,4.0,6.75
2883,454057,JAY ST-METROTEC,IND,2018-05-31 08:00:00,10,Thursday,3,JAY ST-METROTEC_R127_N102_01-00-04,71.0,183.0,254.0,4.0,63.5
2884,454058,JAY ST-METROTEC,IND,2018-05-31 12:00:00,14,Thursday,3,JAY ST-METROTEC_R127_N102_01-00-04,291.0,548.0,839.0,4.0,209.75
2885,454059,JAY ST-METROTEC,IND,2018-05-31 16:00:00,18,Thursday,3,JAY ST-METROTEC_R127_N102_01-00-04,438.0,237.0,675.0,4.0,168.75
2886,454060,JAY ST-METROTEC,IND,2018-05-31 20:00:00,22,Thursday,3,JAY ST-METROTEC_R127_N102_01-00-04,723.0,292.0,1015.0,4.0,253.75
2887,454061,JAY ST-METROTEC,IND,2018-06-01 00:00:00,2,Friday,4,JAY ST-METROTEC_R127_N102_01-00-04,124.0,147.0,271.0,4.0,67.75
2888,454062,JAY ST-METROTEC,IND,2018-06-01 04:00:00,6,Friday,4,JAY ST-METROTEC_R127_N102_01-00-04,19.0,29.0,48.0,4.0,12.0
2889,454063,JAY ST-METROTEC,IND,2018-06-01 08:00:00,10,Friday,4,JAY ST-METROTEC_R127_N102_01-00-04,97.0,145.0,242.0,4.0,60.5
2890,454064,JAY ST-METROTEC,IND,2018-06-01 12:00:00,14,Friday,4,JAY ST-METROTEC_R127_N102_01-00-04,253.0,555.0,808.0,4.0,202.0
2891,454065,JAY ST-METROTEC,IND,2018-06-01 16:00:00,18,Friday,4,JAY ST-METROTEC_R127_N102_01-00-04,455.0,246.0,701.0,4.0,175.25
2892,454066,JAY ST-METROTEC,IND,2018-06-01 20:00:00,10,Friday,4,JAY ST-METROTEC_R127_N102_01-00-04,544.0,325.0,869.0,4.0,217.25
2893,454068,JAY ST-METROTEC,IND,2018-05-26 04:00:00,6,Saturday,5,JAY ST-METROTEC_R127_N102_01-00-05,41.0,14.0,55.0,-160.0,-0.34375
2894,454069,JAY ST-METROTEC,IND,2018-05-26 08:00:00,10,Saturday,5,JAY ST-METROTEC_R127_N102_01-00-05,19.0,15.0,34.0,4.0,8.5
2895,454070,JAY ST-METROTEC,IND,2018-05-26 12:00:00,14,Saturday,5,JAY ST-METROTEC_R127_N102_01-00-05,86.0,39.0,125.0,4.0,31.25
2896,454071,JAY ST-METROTEC,IND,2018-05-26 16:00:00,18,Saturday,5,JAY ST-METROTEC_R127_N102_01-00-05,117.0,78.0,195.0,4.0,48.75
2897,454072,JAY ST-METROTEC,IND,2018-05-26 20:00:00,22,Saturday,5,JAY ST-METROTEC_R127_N102_01-00-05,95.0,73.0,168.0,4.0,42.0
2898,454073,JAY ST-METROTEC,IND,2018-05-27 00:00:00,2,Sunday,6,JAY ST-METROTEC_R127_N102_01-00-05,32.0,41.0,73.0,4.0,18.25
2899,454074,JAY ST-METROTEC,IND,2018-05-27 04:00:00,6,Sunday,6,JAY ST-METROTEC_R127_N102_01-00-05,13.0,20.0,33.0,4.0,8.25
2900,454075,JAY ST-METROTEC,IND,2018-05-27 08:00:00,10,Sunday,6,JAY ST-METROTEC_R127_N102_01-00-05,13.0,4.0,17.0,4.0,4.25
2901,454076,JAY ST-METROTEC,IND,2018-05-27 12:00:00,14,Sunday,6,JAY ST-METROTEC_R127_N102_01-00-05,44.0,29.0,73.0,4.0,18.25
2902,454077,JAY ST-METROTEC,IND,2018-05-27 16:00:00,18,Sunday,6,JAY ST-METROTEC_R127_N102_01-00-05,72.0,47.0,119.0,4.0,29.75
2903,454078,JAY ST-METROTEC,IND,2018-05-27 20:00:00,22,Sunday,6,JAY ST-METROTEC_R127_N102_01-00-05,93.0,71.0,164.0,4.0,41.0
2904,454079,JAY ST-METROTEC,IND,2018-05-28 00:00:00,2,Monday,0,JAY ST-METROTEC_R127_N102_01-00-05,69.0,51.0,120.0,4.0,30.0
2905,454080,JAY ST-METROTEC,IND,2018-05-28 04:00:00,6,Monday,0,JAY ST-METROTEC_R127_N102_01-00-05,9.0,9.0,18.0,4.0,4.5
2906,454081,JAY ST-METROTEC,IND,2018-05-28 08:00:00,10,Monday,0,JAY ST-METROTEC_R127_N102_01-00-05,12.0,2.0,14.0,4.0,3.5
2907,454082,JAY ST-METROTEC,IND,2018-05-28 12:00:00,14,Monday,0,JAY ST-METROTEC_R127_N102_01-00-05,40.0,40.0,80.0,4.0,20.0
2908,454083,JAY ST-METROTEC,IND,2018-05-28 16:00:00,18,Monday,0,JAY ST-METROTEC_R127_N102_01-00-05,90.0,67.0,157.0,4.0,39.25
2909,454084,JAY ST-METROTEC,IND,2018-05-28 20:00:00,22,Monday,0,JAY ST-METROTEC_R127_N102_01-00-05,80.0,70.0,150.0,4.0,37.5
2910,454085,JAY ST-METROTEC,IND,2018-05-29 00:00:00,2,Tuesday,1,JAY ST-METROTEC_R127_N102_01-00-05,42.0,31.0,73.0,4.0,18.25
2911,454086,JAY ST-METROTEC,IND,2018-05-29 04:00:00,6,Tuesday,1,JAY ST-METROTEC_R127_N102_01-00-05,7.0,4.0,11.0,4.0,2.75
2912,454087,JAY ST-METROTEC,IND,2018-05-29 08:00:00,10,Tuesday,1,JAY ST-METROTEC_R127_N102_01-00-05,58.0,144.0,202.0,4.0,50.5
2913,454088,JAY ST-METROTEC,IND,2018-05-29 12:00:00,14,Tuesday,1,JAY ST-METROTEC_R127_N102_01-00-05,294.0,597.0,891.0,4.0,222.75
2914,454089,JAY ST-METROTEC,IND,2018-05-29 16:00:00,18,Tuesday,1,JAY ST-METROTEC_R127_N102_01-00-05,433.0,204.0,637.0,4.0,159.25
2915,454090,JAY ST-METROTEC,IND,2018-05-29 20:00:00,22,Tuesday,1,JAY ST-METROTEC_R127_N102_01-00-05,677.0,280.0,957.0,4.0,239.25
2916,454091,JAY ST-METROTEC,IND,2018-05-30 00:00:00,2,Wednesday,2,JAY ST-METROTEC_R127_N102_01-00-05,139.0,131.0,270.0,4.0,67.5
2917,454092,JAY ST-METROTEC,IND,2018-05-30 04:00:00,6,Wednesday,2,JAY ST-METROTEC_R127_N102_01-00-05,17.0,23.0,40.0,4.0,10.0
2918,454093,JAY ST-METROTEC,IND,2018-05-30 08:00:00,10,Wednesday,2,JAY ST-METROTEC_R127_N102_01-00-05,75.0,170.0,245.0,4.0,61.25
2919,454094,JAY ST-METROTEC,IND,2018-05-30 12:00:00,14,Wednesday,2,JAY ST-METROTEC_R127_N102_01-00-05,313.0,637.0,950.0,4.0,237.5
2920,454095,JAY ST-METROTEC,IND,2018-05-30 16:00:00,18,Wednesday,2,JAY ST-METROTEC_R127_N102_01-00-05,430.0,232.0,662.0,4.0,165.5
2921,454096,JAY ST-METROTEC,IND,2018-05-30 20:00:00,22,Wednesday,2,JAY ST-METROTEC_R127_N102_01-00-05,765.0,306.0,1071.0,4.0,267.75
2922,454097,JAY ST-METROTEC,IND,2018-05-31 00:00:00,2,Thursday,3,JAY ST-METROTEC_R127_N102_01-00-05,120.0,160.0,280.0,4.0,70.0
2923,454098,JAY ST-METROTEC,IND,2018-05-31 04:00:00,6,Thursday,3,JAY ST-METROTEC_R127_N102_01-00-05,17.0,13.0,30.0,4.0,7.5
2924,454099,JAY ST-METROTEC,IND,2018-05-31 08:00:00,10,Thursday,3,JAY ST-METROTEC_R127_N102_01-00-05,77.0,166.0,243.0,4.0,60.75
2925,454100,JAY ST-METROTEC,IND,2018-05-31 12:00:00,14,Thursday,3,JAY ST-METROTEC_R127_N102_01-00-05,301.0,581.0,882.0,4.0,220.5
2926,454101,JAY ST-METROTEC,IND,2018-05-31 16:00:00,18,Thursday,3,JAY ST-METROTEC_R127_N102_01-00-05,451.0,193.0,644.0,4.0,161.0
2927,454102,JAY ST-METROTEC,IND,2018-05-31 20:00:00,22,Thursday,3,JAY ST-METROTEC_R127_N102_01-00-05,715.0,309.0,1024.0,4.0,256.0
2928,454103,JAY ST-METROTEC,IND,2018-06-01 00:00:00,2,Friday,4,JAY ST-METROTEC_R127_N102_01-00-05,111.0,133.0,244.0,4.0,61.0
2929,454104,JAY ST-METROTEC,IND,2018-06-01 04:00:00,6,Friday,4,JAY ST-METROTEC_R127_N102_01-00-05,16.0,28.0,44.0,4.0,11.0
2930,454105,JAY ST-METROTEC,IND,2018-06-01 08:00:00,10,Friday,4,JAY ST-METROTEC_R127_N102_01-00-05,98.0,180.0,278.0,4.0,69.5
2931,454106,JAY ST-METROTEC,IND,2018-06-01 12:00:00,14,Friday,4,JAY ST-METROTEC_R127_N102_01-00-05,308.0,607.0,915.0,4.0,228.75
2932,454107,JAY ST-METROTEC,IND,2018-06-01 16:00:00,18,Friday,4,JAY ST-METROTEC_R127_N102_01-00-05,480.0,217.0,697.0,4.0,174.25
2933,454108,JAY ST-METROTEC,IND,2018-06-01 20:00:00,10,Friday,4,JAY ST-METROTEC_R127_N102_01-00-05,616.0,256.0,872.0,4.0,218.0
2934,454196,JAY ST-METROTEC,IND,2018-05-26 12:00:00,14,Saturday,5,JAY ST-METROTEC_R127_N102_01-06-00,19.0,8.0,27.0,-152.0,-0.17763157894736842
2935,454197,JAY ST-METROTEC,IND,2018-05-26 16:00:00,18,Saturday,5,JAY ST-METROTEC_R127_N102_01-06-00,10.0,11.0,21.0,4.0,5.25
2936,454198,JAY ST-METROTEC,IND,2018-05-26 20:00:00,22,Saturday,5,JAY ST-METROTEC_R127_N102_01-06-00,10.0,8.0,18.0,4.0,4.5
2937,454199,JAY ST-METROTEC,IND,2018-05-27 00:00:00,2,Sunday,6,JAY ST-METROTEC_R127_N102_01-06-00,11.0,6.0,17.0,4.0,4.25
2938,454200,JAY ST-METROTEC,IND,2018-05-27 04:00:00,6,Sunday,6,JAY ST-METROTEC_R127_N102_01-06-00,1.0,1.0,2.0,4.0,0.5
2939,454202,JAY ST-METROTEC,IND,2018-05-27 12:00:00,14,Sunday,6,JAY ST-METROTEC_R127_N102_01-06-00,7.0,4.0,11.0,8.0,1.375
2940,454203,JAY ST-METROTEC,IND,2018-05-27 16:00:00,18,Sunday,6,JAY ST-METROTEC_R127_N102_01-06-00,7.0,11.0,18.0,4.0,4.5
2941,454204,JAY ST-METROTEC,IND,2018-05-27 20:00:00,22,Sunday,6,JAY ST-METROTEC_R127_N102_01-06-00,11.0,14.0,25.0,4.0,6.25
2942,454208,JAY ST-METROTEC,IND,2018-05-28 12:00:00,14,Monday,0,JAY ST-METROTEC_R127_N102_01-06-00,4.0,2.0,6.0,16.0,0.375
2943,454209,JAY ST-METROTEC,IND,2018-05-28 16:00:00,18,Monday,0,JAY ST-METROTEC_R127_N102_01-06-00,14.0,10.0,24.0,4.0,6.0
2944,454210,JAY ST-METROTEC,IND,2018-05-28 20:00:00,22,Monday,0,JAY ST-METROTEC_R127_N102_01-06-00,14.0,14.0,28.0,4.0,7.0
2945,454211,JAY ST-METROTEC,IND,2018-05-29 00:00:00,2,Tuesday,1,JAY ST-METROTEC_R127_N102_01-06-00,8.0,3.0,11.0,4.0,2.75
2946,454213,JAY ST-METROTEC,IND,2018-05-29 08:00:00,10,Tuesday,1,JAY ST-METROTEC_R127_N102_01-06-00,9.0,5.0,14.0,8.0,1.75
2947,454214,JAY ST-METROTEC,IND,2018-05-29 12:00:00,14,Tuesday,1,JAY ST-METROTEC_R127_N102_01-06-00,29.0,27.0,56.0,4.0,14.0
2948,454215,JAY ST-METROTEC,IND,2018-05-29 16:00:00,18,Tuesday,1,JAY ST-METROTEC_R127_N102_01-06-00,68.0,30.0,98.0,4.0,24.5
2949,454216,JAY ST-METROTEC,IND,2018-05-29 20:00:00,22,Tuesday,1,JAY ST-METROTEC_R127_N102_01-06-00,185.0,66.0,251.0,4.0,62.75
2950,454217,JAY ST-METROTEC,IND,2018-05-30 00:00:00,2,Wednesday,2,JAY ST-METROTEC_R127_N102_01-06-00,24.0,22.0,46.0,4.0,11.5
2951,454218,JAY ST-METROTEC,IND,2018-05-30 04:00:00,6,Wednesday,2,JAY ST-METROTEC_R127_N102_01-06-00,1.0,2.0,3.0,4.0,0.75
2952,454219,JAY ST-METROTEC,IND,2018-05-30 08:00:00,10,Wednesday,2,JAY ST-METROTEC_R127_N102_01-06-00,9.0,5.0,14.0,4.0,3.5
2953,454220,JAY ST-METROTEC,IND,2018-05-30 12:00:00,14,Wednesday,2,JAY ST-METROTEC_R127_N102_01-06-00,35.0,46.0,81.0,4.0,20.25
2954,454221,JAY ST-METROTEC,IND,2018-05-30 16:00:00,18,Wednesday,2,JAY ST-METROTEC_R127_N102_01-06-00,72.0,53.0,125.0,4.0,31.25
2955,454222,JAY ST-METROTEC,IND,2018-05-30 20:00:00,22,Wednesday,2,JAY ST-METROTEC_R127_N102_01-06-00,193.0,61.0,254.0,4.0,63.5
2956,454223,JAY ST-METROTEC,IND,2018-05-31 00:00:00,2,Thursday,3,JAY ST-METROTEC_R127_N102_01-06-00,7.0,6.0,13.0,4.0,3.25
2957,454225,JAY ST-METROTEC,IND,2018-05-31 08:00:00,10,Thursday,3,JAY ST-METROTEC_R127_N102_01-06-00,8.0,7.0,15.0,8.0,1.875
2958,454226,JAY ST-METROTEC,IND,2018-05-31 12:00:00,14,Thursday,3,JAY ST-METROTEC_R127_N102_01-06-00,32.0,26.0,58.0,4.0,14.5
2959,454227,JAY ST-METROTEC,IND,2018-05-31 16:00:00,18,Thursday,3,JAY ST-METROTEC_R127_N102_01-06-00,79.0,26.0,105.0,4.0,26.25
2960,454228,JAY ST-METROTEC,IND,2018-05-31 20:00:00,22,Thursday,3,JAY ST-METROTEC_R127_N102_01-06-00,232.0,58.0,290.0,4.0,72.5
2961,454229,JAY ST-METROTEC,IND,2018-06-01 00:00:00,2,Friday,4,JAY ST-METROTEC_R127_N102_01-06-00,11.0,12.0,23.0,4.0,5.75
2962,454231,JAY ST-METROTEC,IND,2018-06-01 08:00:00,10,Friday,4,JAY ST-METROTEC_R127_N102_01-06-00,8.0,4.0,12.0,8.0,1.5
2963,454232,JAY ST-METROTEC,IND,2018-06-01 12:00:00,14,Friday,4,JAY ST-METROTEC_R127_N102_01-06-00,26.0,24.0,50.0,4.0,12.5
2964,454233,JAY ST-METROTEC,IND,2018-06-01 16:00:00,18,Friday,4,JAY ST-METROTEC_R127_N102_01-06-00,86.0,42.0,128.0,4.0,32.0
2965,454234,JAY ST-METROTEC,IND,2018-06-01 20:00:00,10,Friday,4,JAY ST-METROTEC_R127_N102_01-06-00,131.0,46.0,177.0,4.0,44.25
2966,454236,JAY ST-METROTEC,IND,2018-05-26 04:00:00,6,Saturday,5,JAY ST-METROTEC_R127_N102_01-06-01,15.0,4.0,19.0,-160.0,-0.11875
2967,454238,JAY ST-METROTEC,IND,2018-05-26 12:00:00,14,Saturday,5,JAY ST-METROTEC_R127_N102_01-06-01,28.0,7.0,35.0,8.0,4.375
2968,454239,JAY ST-METROTEC,IND,2018-05-26 16:00:00,18,Saturday,5,JAY ST-METROTEC_R127_N102_01-06-01,52.0,6.0,58.0,4.0,14.5
2969,454240,JAY ST-METROTEC,IND,2018-05-26 20:00:00,22,Saturday,5,JAY ST-METROTEC_R127_N102_01-06-01,43.0,13.0,56.0,4.0,14.0
2970,454241,JAY ST-METROTEC,IND,2018-05-27 00:00:00,2,Sunday,6,JAY ST-METROTEC_R127_N102_01-06-01,26.0,6.0,32.0,4.0,8.0
2971,454242,JAY ST-METROTEC,IND,2018-05-27 04:00:00,6,Sunday,6,JAY ST-METROTEC_R127_N102_01-06-01,13.0,2.0,15.0,4.0,3.75
2972,454243,JAY ST-METROTEC,IND,2018-05-27 08:00:00,10,Sunday,6,JAY ST-METROTEC_R127_N102_01-06-01,2.0,1.0,3.0,4.0,0.75
2973,454244,JAY ST-METROTEC,IND,2018-05-27 12:00:00,14,Sunday,6,JAY ST-METROTEC_R127_N102_01-06-01,17.0,8.0,25.0,4.0,6.25
2974,454245,JAY ST-METROTEC,IND,2018-05-27 16:00:00,18,Sunday,6,JAY ST-METROTEC_R127_N102_01-06-01,16.0,7.0,23.0,4.0,5.75
