WEEKDAY,HOUR,dow,UNIQUEID,ENTRYDIFF,EXITDIFF,TRAFFIC,DURATION,AVG_TRAFFIC,DATETIME,DOW,Avg/TnStl,# of Turnstiles,HOUR,DATETIME,TOTAL,Avg/Hr
Thursday,3,3,CANAL ST_R463_A046_00-06-02,254,9,263,4,65.75,5/24/18 1:00,,,,,,,
Thursday,11,3,CANAL ST_R463_A046_00-06-02,119,44,163,8,20.375,5/24/18 9:00,,,,,,,
Thursday,15,3,CANAL ST_R463_A046_00-06-02,246,113,359,4,89.75,5/24/18 13:00,,,,,,,
Thursday,19,3,CANAL ST_R463_A046_00-06-02,539,107,646,4,161.5,5/24/18 17:00,,,,,,,
Thursday,23,3,CANAL ST_R463_A046_00-06-02,738,88,826,4,206.5,5/24/18 21:00,,,,,,,
Thursday,3,3,CANAL ST_R463_A046_00-06-03,45,150,195,4,48.75,5/24/18 1:00,,,,,,,
Thursday,7,3,CANAL ST_R463_A046_00-06-03,5,14,19,4,4.75,5/24/18 5:00,,,,,,,
Thursday,11,3,CANAL ST_R463_A046_00-06-03,17,593,610,4,152.5,5/24/18 9:00,,,,,,,
Thursday,15,3,CANAL ST_R463_A046_00-06-03,46,900,946,4,236.5,5/24/18 13:00,,,,,,,
Thursday,19,3,CANAL ST_R463_A046_00-06-03,110,713,823,4,205.75,5/24/18 17:00,,,,,,,
Thursday,23,3,CANAL ST_R463_A046_00-06-03,177,587,764,4,191,5/24/18 21:00,,,,,,,
Thursday,3,3,CANAL ST_R463_A046_00-06-04,86,86,172,4,43,5/24/18 1:00,,,,,,,
Thursday,7,3,CANAL ST_R463_A046_00-06-04,8,7,15,4,3.75,5/24/18 5:00,,,,,,,
Thursday,11,3,CANAL ST_R463_A046_00-06-04,23,345,368,4,92,5/24/18 9:00,,,,,,,
Thursday,15,3,CANAL ST_R463_A046_00-06-04,111,562,673,4,168.25,5/24/18 13:00,,,,,,,
Thursday,19,3,CANAL ST_R463_A046_00-06-04,254,336,590,4,147.5,5/24/18 17:00,,,,,,,
Thursday,23,3,CANAL ST_R463_A046_00-06-04,360,283,643,4,160.75,5/24/18 21:00,,,,,,,
Thursday,3,3,CANAL ST_R463_A046_00-06-05,55,19,74,4,18.5,5/24/18 1:00,,,,,,,
Thursday,7,3,CANAL ST_R463_A046_00-06-05,3,5,8,4,2,5/24/18 5:00,,,,,,,
Thursday,11,3,CANAL ST_R463_A046_00-06-05,28,121,149,4,37.25,5/24/18 9:00,,,,,,,
Thursday,15,3,CANAL ST_R463_A046_00-06-05,110,234,344,4,86,5/24/18 13:00,,,,,,,
Thursday,19,3,CANAL ST_R463_A046_00-06-05,191,210,401,4,100.25,5/24/18 17:00,,,,,,,
Thursday,23,3,CANAL ST_R463_A046_00-06-05,168,129,297,4,74.25,5/24/18 21:00,,,,,,,
Thursday,3,3,CANAL ST_R463_A046_00-06-06,131,147,278,4,69.5,5/24/18 1:00,,,,,,,
Thursday,7,3,CANAL ST_R463_A046_00-06-06,11,26,37,4,9.25,5/24/18 5:00,,,,,,,
Thursday,11,3,CANAL ST_R463_A046_00-06-06,28,447,475,4,118.75,5/24/18 9:00,,,,,,,
Thursday,15,3,CANAL ST_R463_A046_00-06-06,116,951,1067,4,266.75,5/24/18 13:00,,,,,,,
Thursday,19,3,CANAL ST_R463_A046_00-06-06,281,702,983,4,245.75,5/24/18 17:00,,,,,,,
Thursday,23,3,CANAL ST_R463_A046_00-06-06,451,451,902,4,225.5,5/24/18 21:00,,,,,,,
Thursday,3,3,CANAL ST_R463_A046_00-06-07,96,98,194,4,48.5,5/24/18 1:00,,,,,,,
Thursday,7,3,CANAL ST_R463_A046_00-06-07,5,5,10,4,2.5,5/24/18 5:00,,,,,,,
Thursday,11,3,CANAL ST_R463_A046_00-06-07,30,161,191,4,47.75,5/24/18 9:00,,,,,,,
Thursday,15,3,CANAL ST_R463_A046_00-06-07,122,468,590,4,147.5,5/24/18 13:00,,,,,,,
Thursday,19,3,CANAL ST_R463_A046_00-06-07,254,470,724,4,181,5/24/18 17:00,,,,,,,
Thursday,23,3,CANAL ST_R463_A046_00-06-07,330,390,720,4,180,5/24/18 21:00,,,,,,,
Thursday,3,3,CANAL ST_R463_A046_00-06-08,40,113,153,4,38.25,5/24/18 1:00,,,,,,,
Thursday,7,3,CANAL ST_R463_A046_00-06-08,3,13,16,4,4,5/24/18 5:00,,,,,,,
Thursday,11,3,CANAL ST_R463_A046_00-06-08,27,155,182,4,45.5,5/24/18 9:00,,,,,,,
Thursday,15,3,CANAL ST_R463_A046_00-06-08,56,470,526,4,131.5,5/24/18 13:00,,,,,,,
Thursday,19,3,CANAL ST_R463_A046_00-06-08,154,474,628,4,157,5/24/18 17:00,,,,,,,
Thursday,23,3,CANAL ST_R463_A046_00-06-08,142,493,635,4,158.75,5/24/18 21:00,,,,,,,
Thursday,3,3,CANAL ST_R118_A066_00-00-01,493,76,569,4,142.25,5/24/18 1:00,,,,,,,
Thursday,7,3,CANAL ST_R118_A066_00-00-01,26,12,38,4,9.5,5/24/18 5:00,,,,,,,
Thursday,11,3,CANAL ST_R118_A066_00-00-01,202,211,413,4,103.25,5/24/18 9:00,,,,,,,
Thursday,15,3,CANAL ST_R118_A066_00-00-01,618,391,1009,4,252.25,5/24/18 13:00,,,,,,,
Thursday,19,3,CANAL ST_R118_A066_00-00-01,1249,135,1384,4,346,5/24/18 17:00,,,,,,,
Thursday,23,3,CANAL ST_R118_A066_00-00-01,1666,193,1859,4,464.75,5/24/18 21:00,,,,,,,
Thursday,3,3,CANAL ST_R118_A066_00-00-02,364,59,423,4,105.75,5/24/18 1:00,,,,,,,
Thursday,7,3,CANAL ST_R118_A066_00-00-02,11,6,17,4,4.25,5/24/18 5:00,,,,,,,
Thursday,11,3,CANAL ST_R118_A066_00-00-02,164,225,389,4,97.25,5/24/18 9:00,,,,,,,
Thursday,15,3,CANAL ST_R118_A066_00-00-02,576,413,989,4,247.25,5/24/18 13:00,,,,,,,
Thursday,19,3,CANAL ST_R118_A066_00-00-02,1123,125,1248,4,312,5/24/18 17:00,,,,,,,
Thursday,23,3,CANAL ST_R118_A066_00-00-02,1351,106,1457,4,364.25,5/24/18 21:00,,,,,,,
Thursday,2,3,CANAL ST_R139_N089_00-00-00,207,157,364,4,91,5/24/18 0:00,,,,,,,
Thursday,6,3,CANAL ST_R139_N089_00-00-00,24,16,40,4,10,5/24/18 4:00,,,,,,,
Thursday,10,3,CANAL ST_R139_N089_00-00-00,17,286,303,4,75.75,5/24/18 8:00,,,,,,,
Thursday,14,3,CANAL ST_R139_N089_00-00-00,53,815,868,4,217,5/24/18 12:00,,,,,,,
Thursday,18,3,CANAL ST_R139_N089_00-00-00,160,626,786,4,196.5,5/24/18 16:00,,,,,,,
Thursday,22,3,CANAL ST_R139_N089_00-00-00,403,654,1057,4,264.25,5/24/18 20:00,,,,,,,
