WEEKDAY,HOUR,dow,UNIQUEID,ENTRYDIFF,EXITDIFF,TRAFFIC,DURATION,AVG_TRAFFIC,DATETIME,DOW,Avg/TnStl,# of Turnstiles,HOUR,DATETIME,TOTAL,Avg/Hr
Wednesday,11,2,CANAL ST_R463_A046_00-06-05,36,142,178,4,44.5,5/23/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R463_A046_00-06-06,28,482,510,4,127.5,5/23/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R463_A046_00-06-07,35,171,206,4,51.5,5/23/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R463_A046_00-06-08,35,178,213,4,53.25,5/23/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R118_A066_00-00-01,198,210,408,4,102,5/23/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R118_A066_00-00-02,139,189,328,4,82,5/23/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R320_R119_00-00-00,44,100,144,8,18,5/23/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R320_R119_00-00-01,75,81,156,8,19.5,5/23/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R320_R119_00-00-02,175,165,340,8,42.5,5/23/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R320_R120_01-00-00,42,464,506,4,126.5,5/23/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R320_R120_01-00-01,24,225,249,4,62.25,5/23/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R320_R120_01-00-02,18,323,341,4,85.25,5/23/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R462_A043_00-00-00,39,552,591,4,147.75,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R462_A043_00-00-01,33,743,776,4,194,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R462_A043_00-00-02,134,951,1085,4,271.25,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R462_A043_00-03-00,117,117,234,4,58.5,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R462_A043_00-03-01,60,41,101,4,25.25,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R462_A043_00-03-02,34,44,78,4,19.5,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R462_A043_00-03-03,24,41,65,4,16.25,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R462_A043_00-03-04,41,202,243,4,60.75,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R462_A043_00-06-00,59,194,253,4,63.25,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R462_A043_00-06-01,38,65,103,4,25.75,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R462_A043_00-06-02,50,190,240,4,60,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R463_A046_00-00-00,18,13,31,8,3.875,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R463_A046_00-00-01,81,10,91,8,11.375,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R463_A046_00-00-02,173,13,186,4,46.5,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R463_A046_00-00-03,154,27,181,4,45.25,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R463_A046_00-03-00,77,175,252,4,63,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R463_A046_00-03-01,127,594,721,4,180.25,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R463_A046_00-06-00,216,78,294,4,73.5,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R463_A046_00-06-01,186,53,239,4,59.75,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R463_A046_00-06-02,109,33,142,4,35.5,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R463_A046_00-06-03,19,634,653,4,163.25,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R463_A046_00-06-04,37,372,409,4,102.25,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R463_A046_00-06-05,38,143,181,8,22.625,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R463_A046_00-06-06,29,499,528,4,132,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R463_A046_00-06-07,32,194,226,4,56.5,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R463_A046_00-06-08,24,169,193,8,24.125,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R118_A066_00-00-01,196,201,397,4,99.25,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R118_A066_00-00-02,133,252,385,4,96.25,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R320_R119_00-00-00,55,105,160,4,40,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R320_R119_00-00-01,57,96,153,4,38.25,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R320_R119_00-00-02,179,163,342,4,85.5,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R320_R120_01-00-00,24,533,557,4,139.25,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R320_R120_01-00-01,27,234,261,4,65.25,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R320_R120_01-00-02,16,364,380,8,47.5,5/30/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R462_A043_00-00-00,55,650,705,4,176.25,6/6/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R462_A043_00-00-01,54,750,804,4,201,6/6/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R462_A043_00-00-02,123,977,1100,4,275,6/6/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R462_A043_00-03-00,131,167,298,4,74.5,6/6/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R462_A043_00-03-01,91,40,131,8,16.375,6/6/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R462_A043_00-03-02,32,63,95,4,23.75,6/6/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R462_A043_00-03-03,33,65,98,4,24.5,6/6/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R462_A043_00-03-04,37,185,222,4,55.5,6/6/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R462_A043_00-06-00,75,215,290,4,72.5,6/6/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R462_A043_00-06-01,63,58,121,4,30.25,6/6/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R462_A043_00-06-02,48,206,254,4,63.5,6/6/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R463_A046_00-00-00,39,10,49,4,12.25,6/6/18 9:00,,,,,,,
Wednesday,11,2,CANAL ST_R463_A046_00-00-01,109,11,120,4,30,6/6/18 9:00,,,,,,,
